Id,Label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,stat_inf_class,clustering
Roraima,,1,1,2,1,1,2,11,0.197203,0.204317,5207.806835,0.000044,0,0.000073,0,1,8,0
anote,,1,1,2,1,1,2,10,0.245587,0.259541,5207.806835,0,0.003652,0.000091,0,1,8,0
anotem,,1,1,2,1,1,2,12,0.197497,0.204933,1208.312065,0.009061,0.000116,0.00009,0,1,18,0
chegar,,10,10,20,11,11,22,11,0.262235,0.280148,32981.946686,0.019569,0.0091,0.000333,0,1,36,0.102339
pular,,2,2,4,2,2,4,13,0.178403,0.184122,33.950059,0.000941,0.000273,0.000065,0,1,18,0.333333
alma,,5,5,10,5,5,10,10,0.255542,0.272078,6989.519814,0.008108,0.013347,0.00024,0,1,23,0.088889
dig,,2,2,4,2,2,4,12,0.20521,0.213797,9204.898027,0.006812,0.000049,0.000123,0,1,29,0.083333
oit,,1,1,2,1,1,2,11,0.253713,0.270351,4002.562519,0.000002,0.004503,0.000081,0,1,29,0
noite,,8,8,16,8,8,16,11,0.224487,0.23628,52633.498371,0.011226,0.001216,0.00038,0,1,46,0.0125
ofereceram,,3,3,6,4,4,8,12,0.205299,0.213994,4745.328519,0.000043,0.000499,0.000119,0,1,18,0.25
nojo,,2,2,4,2,2,4,13,0.171612,0.176813,11108.707355,0.000907,0.000002,0.000116,0,1,18,0.083333
ganhando,,2,2,4,2,2,4,12,0.207788,0.216385,169.603714,0.000044,0.000697,0.000073,0,1,8,0.333333
emoção,,1,1,2,1,1,2,11,0.218314,0.228351,376.18242,0.009061,0.000633,0.00009,0,1,59,0.5
psl,,2,2,4,2,2,4,10,0.254637,0.270865,11064.595116,0.000419,0.006902,0.00014,0,1,68,0.083333
manifestam,,1,1,2,1,1,2,11,0.229158,0.240574,366.756299,0.005482,0.000462,0.000052,0,1,43,0.5
inflamado,,1,1,2,1,1,2,13,0.170566,0.175466,5183.885965,0.000109,0,0.000071,0,1,18,0
sub,,1,1,2,1,1,2,12,0.205601,0.214115,5183.885965,0,0.000471,0.000089,0,1,18,0
registraram,,1,1,2,1,1,2,12,0.201809,0.209863,1395.885502,0.005482,0.000039,0.000052,0,1,53,0.5
deliberar,,1,1,2,1,1,2,11,0.246699,0.260705,517.291634,0.000542,0.005336,0.000077,0,1,0,0
irrefutáveis,,1,1,2,1,1,2,11,0.266612,0.285042,6258.013655,0.000086,0.005286,0.000073,0,1,20,0
honrou,,1,1,2,1,1,2,12,0.197098,0.204505,0,0.01237,0.001203,0.000052,0,1,24,0.5
zelou,,1,1,2,1,1,2,12,0.198611,0.206187,506.469019,0.001825,0.000239,0.000096,0,1,56,0
gastou,,1,1,2,1,1,2,12,0.200698,0.20837,319.71886,0.000056,0.000021,0.000064,0,1,10,0
verídico,,1,1,2,1,1,2,12,0.205511,0.214035,0,0.000766,0.000381,0.000077,0,1,56,0
aadministração,,1,1,2,1,1,2,11,0.243462,0.257493,1087.024402,0.000108,0.003175,0.000084,0,1,14,0
criou,,2,2,4,2,2,4,11,0.239076,0.253003,2128.390766,0.001487,0.003756,0.000084,0,1,38,0.083333
caos,,2,2,4,2,2,4,10,0.267328,0.285793,1932.236006,0.000224,0.00539,0.000119,0,1,38,0
País,,3,3,6,3,3,6,11,0.232379,0.244929,47199.178303,0.000665,0.003394,0.000174,0,1,77,0
fábricas,,1,1,2,1,1,2,17,0.091098,0.092135,36203,0.000121,0,0.000078,0,1,77,0
fecharam,,1,1,2,1,1,2,16,0.100207,0.101472,36203,0,0,0.000095,0,1,77,0
comércio,,1,1,2,1,1,2,15,0.111341,0.112957,36203,0,0,0.00011,0,1,77,0
trocou,,1,1,2,1,1,2,14,0.125257,0.127445,36203,0,0,0.000123,0,1,77,0
placas,,2,2,4,2,2,4,13,0.14315,0.146348,41379,0,0,0.000247,0,1,77,0
promoção,,1,1,2,1,1,2,14,0.125227,0.127364,0,0,0,0.000134,0,1,77,0
aluga-se,,1,1,2,1,1,2,12,0.166941,0.171706,36203,0,0,0.000134,0,1,77,0
vende-se,,1,1,2,1,1,2,11,0.20031,0.208557,36203,0,0.000878,0.000143,0,1,77,0
esperanç,,1,1,2,1,1,2,12,0.204617,0.212944,0,0.000358,0.000374,0.00006,0,1,18,0
alento,,1,1,2,1,1,2,12,0.197867,0.205669,60.608914,0.000358,0.000263,0.00006,0,1,18,0
rff,,1,1,2,1,1,2,12,0.205527,0.214084,740.93089,0.01237,0.000381,0.000052,0,1,56,0
curto,,2,2,4,2,2,4,12,0.203092,0.211128,1848.941143,0.000431,0.000035,0.000118,0,1,44,0
prazo,,2,2,4,2,2,4,12,0.217772,0.227908,5868.041527,0.000671,0.001082,0.000116,0,1,44,0
desestabilizou,,1,1,2,1,1,2,11,0.212349,0.22216,261.914657,0.000039,0.00021,0.000078,0,1,44,0
tirou,,4,4,8,4,4,8,11,0.247561,0.263059,23020.770276,0.014817,0.006501,0.000201,0,1,42,0.053571
agências,,1,1,2,1,1,2,13,0.145594,0.148735,10349.333333,0.000232,0,0.000072,0,1,42,0
eh,,1,1,2,1,1,2,12,0.17037,0.175271,10349.333333,0,0,0.00009,0,1,42,0
avaliação,,1,1,2,1,1,2,11,0.205307,0.213844,10349.333333,0,0.000112,0.000105,0,1,42,0
desgr,,1,1,2,1,1,2,11,0.197203,0.204317,5186.595144,0.000075,0,0.000075,0,1,33,0
olando,,1,1,2,1,1,2,10,0.245587,0.259541,5186.595144,0,0.003652,0.000093,0,1,33,0
cometemos,,1,1,2,1,1,2,12,0.202917,0.211145,1262.818582,0.000006,0.000282,0.000076,0,1,61,0
elegendo,,2,2,4,2,2,4,11,0.267245,0.285892,1032.925544,0.00047,0.005373,0.000104,0,1,45,0
integrantes,,1,1,2,1,1,2,11,0.246664,0.261519,632.885616,0.004755,0.00292,0.00007,0,1,70,0.5
direto,,1,1,2,1,1,2,12,0.206092,0.214794,5175,0.001032,0,0.000043,0,1,76,0
trazido,,1,1,2,1,1,2,11,0.259553,0.277343,5175,0,0.013447,0.000065,0,1,76,0
correção,,1,1,2,1,1,2,12,0.174194,0.179206,5175,0.002749,0,0.000073,0,1,36,0
aprovando,,1,1,2,1,1,2,11,0.210904,0.219841,5175,0,0.001369,0.000091,0,1,36,0
instalou-se,,1,1,2,1,1,2,13,0.191533,0.198254,95.665786,0.000747,0.000151,0.000081,0,1,49,0
oligarquia,,2,2,4,2,2,4,12,0.198223,0.205857,876.256643,0.002697,0.000211,0.000095,0,1,35,0
fechado,,3,3,6,3,3,6,12,0.220087,0.230693,11930.362341,0.005335,0.000356,0.000153,0,1,14,0
benesses,,1,1,2,1,1,2,13,0.170904,0.17605,408.85484,0.000002,0,0.000076,0,1,14,0
possíveis,,3,3,6,3,3,6,12,0.206092,0.215206,15922.111506,0.000006,0.001035,0.000235,0,1,50,0
variáveis,,1,1,2,1,1,2,13,0.170881,0.175986,0,0.000037,0,0.000095,0,1,50,0
milheres,,1,1,2,1,1,2,14,0.141933,0.144808,10354.49812,0.000326,0,0.000086,0,1,67,0
apaniguados,,1,1,2,1,1,2,13,0.165378,0.169782,10354.49812,0,0,0.000102,0,1,67,0
apadrinhados,,1,1,2,1,1,2,12,0.198102,0.205578,10354.49812,0,0.000009,0.000116,0,1,67,0
beneficiados,,2,2,4,2,2,4,11,0.24697,0.26173,15701.50874,0.000248,0.00542,0.00015,0,1,67,0
existiu,,1,1,2,1,1,2,12,0.193372,0.200576,5207.206734,0.000058,0,0.000088,0,1,25,0
deixa,,1,1,2,1,1,2,11,0.239674,0.253602,5207.206734,0,0.003953,0.000104,0,1,25,0
merc,,1,1,2,1,1,2,13,0.189778,0.196748,5175,0.003752,0,0.000072,0,1,71,0
sorte,,1,1,2,1,1,2,12,0.234187,0.247471,5175,0,0.002949,0.00009,0,1,71,0
instalou,,1,1,2,1,1,2,11,0.251775,0.267974,0,0.002331,0.006488,0.000064,0,1,71,1
honrar,,6,6,12,6,6,12,11,0.241903,0.256167,17879.425841,0.016174,0.005632,0.000253,0,1,35,0.068182
qualificação,,1,1,2,1,1,2,11,0.239663,0.253596,158.155935,0.000201,0.003953,0.000065,0,1,35,0
vereadores,,1,1,2,1,1,2,12,0.16995,0.174901,4942.720056,0.00341,0.000041,0.000074,0,1,67,0
prefeitos,,3,3,6,3,3,6,11,0.204714,0.213415,20719.863892,0.00115,0,0.000161,0,1,67,0
vice-prefeitos,,1,1,2,1,1,2,11,0.246688,0.261544,5297.459521,0,0.00292,0.000075,0,1,67,0
estaduais,,2,2,4,2,2,4,11,0.248488,0.263288,4205.377398,0.005491,0.005927,0.000114,0,1,45,0.083333
damina,,2,2,4,2,2,4,11,0.235787,0.248972,590.291149,0.00591,0.003291,0.000087,0,1,12,0
juramento,,2,2,4,2,2,4,11,0.231299,0.243338,162.214469,0.012524,0.002578,0.000094,0,1,63,0.25
pen,,1,1,2,1,1,2,11,0.242913,0.256761,503.013995,0.000418,0.00429,0.000075,0,1,68,0
Maranhão,,1,1,2,1,1,2,12,0.185913,0.192284,5179.455409,0.001681,0,0.000064,0,1,47,0
grandiosa,,1,1,2,1,1,2,11,0.228329,0.240271,5179.455409,0,0.002258,0.000083,0,1,47,0
curumbim,,1,1,2,1,1,2,12,0.19401,0.201037,311.087035,0.002818,0.000208,0.000062,0,1,46,0
respeitos,,1,1,2,1,1,2,12,0.171232,0.176003,5194.246898,0.000066,0,0.000062,0,1,46,0
paixão,,1,1,2,1,1,2,11,0.206569,0.21492,5194.246898,0,0.000133,0.000082,0,1,46,0
reflete,,1,1,2,1,1,2,12,0.192976,0.199841,2481.638026,0.001094,0.000012,0.000091,0,1,20,0
querendo,,2,2,4,2,2,4,11,0.239076,0.252341,5925.73123,0.000335,0.002137,0.000147,0,1,18,0
relatrio,,1,1,2,1,1,2,11,0.217818,0.227607,195.591305,0.002749,0.000893,0.000073,0,1,20,0
hipóteses,,1,2,3,2,2,4,12,0.185659,0.192186,299.47472,0.000062,0.000108,0.000086,0,1,64,0
presidentes,,1,1,2,1,1,2,12,0.164668,0.169009,5182.636364,0.000054,0,0.000075,0,1,64,0
aprovação,,1,1,2,1,1,2,11,0.197083,0.204452,5182.636364,0,0.000081,0.000092,0,1,64,0
ressalva,,1,1,2,1,1,2,11,0.197279,0.204454,43.692656,0.000281,0,0.000083,0,1,64,0
substâncias,,1,1,2,1,1,2,13,0.187849,0.19406,2497.571695,0.00341,0.000003,0.000074,0,1,61,0
necessárias,,2,2,4,2,2,4,12,0.231268,0.243033,6107.246133,0.000083,0.002127,0.000156,0,1,61,0
3:07:56,,1,1,2,1,1,2,11,0.251788,0.26799,0,0.000701,0.006488,0.000067,0,1,61,0.5
divisão,,1,1,2,1,1,2,12,0.213884,0.223161,2758.251154,0.007347,0.000056,0.000074,0,1,61,0.5
alongada,,1,1,2,1,1,2,11,0.221936,0.232778,398.731459,0.00006,0.004899,0.000082,0,1,30,0
pegando,,1,1,2,1,1,2,12,0.210835,0.219758,97.360996,0.00009,0.000386,0.000062,0,1,23,0
colocando,,2,2,4,2,2,4,11,0.215138,0.22485,722.039845,0.002808,0.000656,0.000073,0,1,3,0
prazer,,4,4,8,4,4,8,11,0.224965,0.236668,6657.183504,0.005744,0.005894,0.00016,0,1,26,0.035714
fazermos,,1,1,2,1,1,2,11,0.215093,0.224918,63.791405,0.003543,0.001116,0.000051,0,1,68,0
meramente,,1,1,2,1,1,2,10,0.217333,0.227043,0,0.000176,0.001032,0.000067,0,1,2,0.5
lamento,,2,2,4,2,2,4,12,0.230608,0.242145,425.265771,0.006135,0.002559,0.000102,0,1,26,0.25
chamando,,3,3,6,3,3,6,11,0.24813,0.263525,8284.949125,0.000424,0.003892,0.000168,0,1,64,0
convocando,,3,3,6,3,3,6,11,0.224907,0.236109,1040.764378,0.000412,0.002014,0.000188,0,1,64,0.05
Eleita,,4,5,9,5,5,10,11,0.278564,0.300152,10696.199315,0.014862,0.021783,0.000155,0,1,80,0.261905
eleger,,1,1,2,1,1,2,11,0.239386,0.252982,110.659731,0.000389,0.003039,0.00007,0,1,45,0
queira,,1,1,2,1,1,2,11,0.25954,0.277327,0,0.002684,0.013447,0.000069,0,1,55,1
aprendi,,3,3,6,3,3,6,12,0.22577,0.236858,1176.796771,0.014633,0.001734,0.000128,0,1,46,0.15
formada,,2,3,5,3,3,6,11,0.253626,0.269282,1074.488705,0.002214,0.006087,0.000112,0,1,22,0.15
caráter,,4,4,8,4,4,8,11,0.205879,0.214517,16859.593197,0.00589,0.000514,0.000203,0,1,23,0
decisões,,1,1,2,1,1,2,13,0.162282,0.166666,5180.925397,0.000018,0,0.000072,0,1,23,0
serei,,1,1,2,1,1,2,12,0.193684,0.20108,5180.925397,0,0.000527,0.00009,0,1,23,0
acredito,,5,5,10,5,5,10,10,0.244948,0.259802,15446.671075,0.014258,0.002603,0.000761,0,1,57,0.055556
foiada,,1,1,2,1,1,2,12,0.222815,0.233557,75.10798,0.002151,0.001637,0.000077,0,1,17,0
constituiu,,1,1,2,1,1,2,11,0.222806,0.233435,156.794346,0.003675,0.000494,0.000067,0,1,47,0
formamos,,2,2,4,2,2,4,12,0.223982,0.234526,2725.453535,0.002351,0.001351,0.000093,0,1,47,0
milito,,1,1,2,1,1,2,11,0.217114,0.226869,21.12596,0.003675,0.000899,0.000067,0,1,12,0
viram,,1,1,2,1,1,2,12,0.181455,0.187128,406.713121,0.000907,0.000012,0.000058,0,1,46,0
correto,,1,1,2,1,1,2,14,0.124642,0.12667,10359.292986,0.000233,0,0.000078,0,1,46,0
sincero,,1,1,2,1,1,2,13,0.142358,0.145249,10359.292986,0,0,0.000095,0,1,46,0
pretendo,,1,1,2,1,1,2,12,0.165945,0.170418,10359.292986,0,0,0.00011,0,1,46,0
caminhada,,2,2,4,2,2,4,11,0.198901,0.206639,25889.457079,0,0.00088,0.000181,0,1,46,0
segui,,1,1,2,1,1,2,12,0.205633,0.214353,29.958724,0.000266,0.000902,0.000076,0,1,3,0
vitoriosos,,1,1,2,1,1,2,10,0.245564,0.259525,809.841951,0.00008,0.003652,0.00006,0,1,22,0
validada,,1,1,2,1,1,2,10,0.245169,0.259465,0,0.004755,0.007868,0.00007,0,1,70,1
pensem,,1,1,2,1,1,2,12,0.204642,0.212916,48.525617,0.000707,0.00041,0.000062,0,1,53,0
vendo,,2,2,4,2,2,4,11,0.223479,0.233997,1370.014444,0.006389,0.001121,0.000086,0,1,24,0.166667
destituir,,3,2,5,3,3,6,11,0.270033,0.289843,4489.408514,0.001165,0.008461,0.000121,0,1,59,0.2
tivermos,,1,1,2,1,1,2,11,0.236715,0.249533,100.669893,0.000776,0.001741,0.000055,0,1,80,0
convocar,,1,1,2,1,1,2,12,0.183618,0.189613,74.944703,0.000907,0.000822,0.000058,0,1,25,0
voltasse,,1,1,2,1,1,2,12,0.210424,0.219561,0,0.000707,0.000135,0.000062,0,1,22,0.5
eletrônicas,,1,1,2,1,1,2,13,0.174024,0.179082,5385.56656,0.000616,0,0.000072,0,1,22,0
escolhesse,,1,1,2,1,1,2,12,0.210646,0.219543,5385.56656,0,0,0.00009,0,1,22,0
vir,,2,2,4,2,2,4,12,0.18084,0.186634,10460.077917,0.001041,0,0.000141,0,1,22,0
ocupar,,1,1,2,1,1,2,12,0.215595,0.22517,3334.3829,0,0.000039,0.000089,0,1,22,0
absurda,,1,1,2,1,1,2,11,0.215102,0.224928,175.604152,0.000087,0.001116,0.000067,0,1,29,0
3:11:10,,1,1,2,1,1,2,11,0.246699,0.260705,42.496663,0.000392,0.005336,0.000063,0,1,56,0
vejo,,2,2,4,2,2,4,12,0.175196,0.180564,10435.837016,0.004816,0,0.000136,0,1,37,0
separ,,1,1,2,1,1,2,11,0.225691,0.236706,30.912697,0.000211,0.000673,0.00006,0,1,37,0
juntar,,1,1,2,1,1,2,13,0.186879,0.193258,132.417807,0.000543,0.000035,0.000081,0,1,59,0
benefícios,,2,2,4,2,2,4,12,0.20647,0.215056,2548.059404,0.000101,0.000069,0.000132,0,1,10,0
perdendo,,2,2,4,2,2,4,11,0.229922,0.242299,1547.67891,0.00096,0.002932,0.000124,0,1,10,0
precisando,,3,3,6,3,3,6,12,0.217808,0.227882,1019.781526,0.001864,0.000563,0.000165,0,1,56,0.05
pagar,,2,2,4,2,2,4,11,0.222136,0.232712,809.292113,0.000566,0.00142,0.000198,0,1,56,0.083333
ficarmos,,1,1,2,1,1,2,12,0.197867,0.205669,102.104773,0.002151,0.000263,0.000077,0,1,62,0
briga,,1,1,2,1,1,2,11,0.229047,0.240667,0,0.002044,0.001121,0.000072,0,1,52,0
vergonhoso,,1,1,2,1,1,2,11,0.210458,0.219656,104.924293,0.002044,0.000584,0.000072,0,1,77,0
impopulares,,1,1,2,1,1,2,12,0.208912,0.21767,409.277473,0,0.000026,0.000075,0,1,67,0
fechar,,2,2,4,2,2,4,11,0.264014,0.282125,6305.427461,0.000719,0.016126,0.000127,0,1,67,0.083333
pmb,,2,2,4,2,2,4,12,0.211076,0.220017,5282.216516,0.000573,0.00142,0.000109,0,1,56,0
falei,,1,1,2,1,1,2,12,0.210912,0.219715,14.726835,0.006045,0.001295,0.000042,0,1,67,0
separar,,4,3,7,4,4,8,12,0.194909,0.20231,11932.462267,0.003362,0.000153,0.000193,0,1,8,0
joio,,1,1,2,1,1,2,12,0.199537,0.207733,411.89603,0.000005,0.001049,0.000084,0,1,8,0
água,,1,1,2,1,1,2,14,0.148971,0.152165,10361.483333,0.000289,0,0.000074,0,1,37,0
suja,,1,1,2,1,1,2,13,0.175013,0.180049,10361.483333,0,0,0.000092,0,1,37,0
bacia,,1,1,2,1,1,2,12,0.212088,0.220988,10361.483333,0,0.000004,0.000107,0,1,37,0
criança,,3,3,6,3,3,6,11,0.269093,0.287812,31988.58334,0.000111,0.007975,0.000219,0,1,37,0.066667
representou,,1,2,3,2,2,4,12,0.225701,0.237337,2607.511769,0.000005,0.002271,0.000084,0,1,8,0
primeiros,,2,1,3,2,2,4,12,0.213136,0.222479,230.385147,0.000161,0.000178,0.000109,0,1,8,0
construção,,3,3,6,3,3,6,11,0.236423,0.249695,1629.839936,0.004096,0.002762,0.000142,0,1,46,0.066667
fechou,,5,2,7,6,6,12,12,0.220021,0.230475,6589.718135,0.007325,0.000301,0.000158,0,1,13,0.095238
cursos,,1,1,2,1,1,2,12,0.195986,0.203245,432.788616,0.000011,0.000024,0.000096,0,1,29,0
profissionalizantes,,1,1,2,1,1,2,13,0.163943,0.168245,5182.677996,0.000113,0,0.000088,0,1,29,0
período,,1,1,2,1,1,2,12,0.196046,0.203325,5182.677996,0,0.000266,0.000104,0,1,29,0
abriu,,1,1,2,1,1,2,14,0.160441,0.164698,198.92031,0.01237,0.000199,0.000052,0,1,53,0
universidades,,4,2,6,4,4,8,13,0.191067,0.198273,12136.536388,0.005589,0.00037,0.000214,0,1,53,0
universidade,,1,1,2,1,1,2,12,0.173424,0.178767,5180.596399,0.000157,0,0.000076,0,1,8,0
aumentou,,1,1,2,1,1,2,11,0.209758,0.219202,5180.596399,0,0.000514,0.000094,0,1,8,0
vagas,,1,1,2,1,1,2,13,0.187945,0.194224,5201.917876,0.000675,0,0.000068,0,1,10,0
escolas,,2,2,4,2,2,4,12,0.231402,0.243297,15572.72176,0,0.001718,0.000132,0,1,10,0
pratec,,1,1,2,1,1,2,12,0.192181,0.199294,5175,0.000557,0,0.000077,0,1,8,0
bolsa,,1,1,2,1,1,2,11,0.237857,0.251488,5175,0,0.00374,0.000095,0,1,8,0
tiverem,,1,1,2,1,1,2,12,0.20229,0.210091,52.559878,0.000281,0.000006,0.000083,0,1,64,0
indefensável,,3,3,6,3,3,6,11,0.266969,0.285561,2780.105027,0.002385,0.005297,0.000134,0,1,44,0.3
retroagindo,,2,2,4,2,2,4,12,0.225475,0.236511,922.061091,0.000672,0.002335,0.000113,0,1,8,0
velhíssimo,,1,1,2,1,1,2,12,0.210955,0.220722,85.033472,0.00019,0.000336,0.000072,0,1,40,0
inscrição,,1,1,2,1,1,2,14,0.134662,0.137129,10349,0.002749,0,0.000073,0,1,37,0
semestre,,1,1,2,1,1,2,13,0.15559,0.159265,10349,0,0,0.000091,0,1,37,0
reduziu,,1,1,2,1,1,2,12,0.184219,0.19025,10349,0,0.00053,0.000106,0,1,37,0
aplicados,,1,1,2,1,1,2,11,0.203156,0.211057,208.65366,0.00004,0.000259,0.00007,0,1,37,0
aceleração,,1,1,2,1,1,2,11,0.217983,0.227738,35.246255,0.00019,0.000277,0.000072,0,1,40,0
paralisou,,1,1,2,1,1,2,12,0.232849,0.244506,304.967462,0.007347,0.002679,0.000074,0,1,53,0.5
liga,,1,1,2,1,1,2,13,0.174735,0.180059,6681.871575,0.001506,0,0.000072,0,1,29,0
parada,,1,1,2,1,1,2,11,0.243691,0.257612,12954.170165,0.000003,0.005536,0.000095,0,1,29,0
áreas,,1,1,2,1,1,2,13,0.174729,0.180049,19323.702251,0.00341,0,0.000074,0,1,29,0
perímetro,,1,1,2,1,1,2,15,0.130912,0.133209,10363.933333,0.000003,0,0.000095,0,1,29,0
urbano,,1,1,2,1,1,2,14,0.150596,0.153951,10363.933333,0,0,0.00011,0,1,29,0
triângulo,,1,1,2,1,1,2,13,0.177248,0.182599,10363.933333,0,0.000012,0.000123,0,1,29,0
mineiro,,3,3,6,3,3,6,12,0.215362,0.225021,25187.200259,0.000327,0.000154,0.000244,0,1,29,0
paralisadas,,1,1,2,1,1,2,12,0.185453,0.191874,256.556087,0.000005,0.00009,0.000098,0,1,29,0
rodovia,,1,1,2,1,1,2,13,0.174741,0.180065,652.398745,0.000087,0,0.000067,0,1,29,0
duplicação,,1,1,2,1,1,2,13,0.170944,0.175963,5175,0.007347,0,0.000074,0,1,42,0
paralisado,,1,1,2,1,1,2,12,0.206149,0.214881,5175,0,0.000323,0.000091,0,1,42,0
anel,,2,2,4,2,2,4,11,0.259618,0.277507,15522,0.009073,0.013464,0.000168,0,1,42,0
rodoviário,,1,1,2,1,1,2,12,0.217296,0.227332,23.006633,0.000479,0.001076,0.0001,0,1,42,0
metropolitana,,2,3,5,3,3,6,12,0.214434,0.223866,10478.23223,0.001305,0.00066,0.000108,0,1,14,0
regiões,,2,1,3,3,3,6,11,0.251775,0.267974,1629.595149,0.000443,0.006488,0.000116,0,1,22,0.333333
nossoo,,1,1,2,1,1,2,11,0.251788,0.26799,0,0.001299,0.006488,0.000075,0,1,75,0.5
cunha,,2,2,4,2,2,4,11,0.231061,0.243274,36627.884205,0.000038,0.003003,0.000135,0,1,29,0
reforma,,9,3,12,11,11,22,10,0.253093,0.268585,14672.882187,0.01282,0.005114,0.000437,0,1,59,0.136364
disabil,,1,1,2,1,1,2,11,0.233732,0.24651,210.606644,0.001414,0.002837,0.000073,0,1,75,0
definir,,2,2,4,2,2,4,11,0.259983,0.277916,2702.453607,0.002357,0.01358,0.000128,0,1,22,0.166667
é,,1,1,2,1,1,2,12,0.213022,0.22245,149.647644,0.003794,0.000343,0.00005,0,1,12,0
proporções,,1,1,2,1,1,2,12,0.195994,0.203125,5175,0.000119,0,0.000063,0,1,30,0
diferentes,,1,1,2,1,1,2,11,0.243714,0.257628,5175,0,0.005536,0.000083,0,1,30,0
deveria,,5,5,10,5,5,10,12,0.231972,0.244047,11974.806711,0.022793,0.002241,0.000199,0,1,4,0.077778
espero,,2,2,4,2,2,4,11,0.266859,0.28549,1709.189429,0.002718,0.00543,0.000119,0,1,58,0.166667
andando,,1,1,2,1,1,2,11,0.266625,0.285052,3141.64512,0.000087,0.005286,0.000067,0,1,29,0
governador,,4,5,9,5,5,10,11,0.252784,0.268783,6288.668672,0.020328,0.008117,0.000136,0,1,45,0.125
pros,,1,1,2,1,1,2,13,0.171306,0.176323,0,0.003467,0.000188,0.000073,0,1,45,0.5
determinava,,1,1,2,1,1,2,11,0.230948,0.242806,1372.773697,0.000009,0.002168,0.000063,0,1,45,0
aplicação,,1,1,2,1,1,2,13,0.173598,0.178903,5232.493962,0.001898,0,0.000066,0,1,14,0
determina,,2,2,4,2,2,4,11,0.231443,0.243369,6999.11942,0.000156,0.002171,0.000169,0,1,14,0
legislação,,1,1,2,1,1,2,11,0.205576,0.2142,100.348996,0.000077,0.000253,0.000101,0,1,14,0
escolar,,1,1,2,1,1,2,14,0.147234,0.150647,5332.707498,0.000147,0,0.000091,0,1,60,0
travava,,1,1,2,1,1,2,13,0.172637,0.178113,5332.707498,0,0.000013,0.000106,0,1,60,0
deixava,,1,1,2,1,1,2,13,0.172648,0.178129,1054.420876,0.000598,0.000013,0.000069,0,1,60,0
aplicar,,2,2,4,2,2,4,11,0.242913,0.256885,24270.956656,0.000014,0.003926,0.000129,0,1,60,0
repudiar,,1,1,2,1,1,2,13,0.177382,0.182736,362.331758,0.000048,0,0.000093,0,1,1,0
negociações,,2,1,3,2,2,4,12,0.215586,0.225164,10377.085343,0,0.000039,0.000139,0,1,1,0
deplorável,,2,2,4,2,2,4,13,0.177376,0.182729,4838.753585,0.003467,0,0.000073,0,1,1,0.333333
absurdo,,2,2,4,2,2,4,11,0.248297,0.263305,1437.373869,0.00061,0.007987,0.000126,0,1,38,0.166667
filme,,1,1,2,1,1,2,13,0.161654,0.165893,5178.775,0.000038,0,0.000071,0,1,29,0
terror,,1,1,2,1,1,2,12,0.192782,0.199896,5178.775,0,0.000124,0.000089,0,1,29,0
aproveitou,,2,2,4,2,2,4,11,0.238756,0.25257,15987.842505,0.003472,0.004395,0.000149,0,1,29,0.083333
imunidade,,2,2,4,2,2,4,11,0.243473,0.257613,16257.521038,0.000157,0.003179,0.000158,0,1,29,0.25
vírus,,2,2,4,2,2,4,12,0.195883,0.203259,25863.8,0.003472,0.000006,0.000155,0,1,29,0.166667
cai,,1,1,2,1,1,2,13,0.163808,0.168124,8,0.000113,0.000124,0.000096,0,1,29,0.5
espalha,,1,1,2,1,1,2,13,0.165807,0.170152,10349,0,0,0.000095,0,1,29,0
contagia,,1,1,2,1,1,2,12,0.198718,0.206084,10349,0,0,0.00011,0,1,29,0
contaminou,,2,2,4,2,2,4,11,0.247928,0.262421,10349,0,0.003289,0.000122,0,1,29,0.333333
abduzido,,1,1,2,1,1,2,12,0.195638,0.202741,5318.962558,0,0.000017,0.000087,0,1,29,0
cartão,,3,1,4,3,3,6,12,0.213355,0.222516,717.592537,0.014244,0.000288,0.000151,0,1,33,0.333333
presidindo,,4,3,7,4,4,8,11,0.260231,0.277047,4526.820657,0.000933,0.007359,0.000185,0,1,24,0.119048
importância,,1,1,2,1,1,2,12,0.2031,0.211377,510.246646,0.00001,0.00043,0.00008,0,1,46,0
assembleias,,1,1,2,1,1,2,12,0.213022,0.22245,0,0.001754,0.000343,0.000069,0,1,12,0.5
viveu,,1,1,2,1,1,2,13,0.167579,0.172241,5175,0.002189,0,0.000068,0,1,58,0
tormentos,,1,1,2,1,1,2,12,0.201275,0.209319,5175,0,0.000774,0.000086,0,1,58,0
agrava,,2,2,4,2,2,4,12,0.218075,0.227955,3146.116925,0.001048,0.000769,0.000112,0,1,24,0
perdem,,1,1,2,1,1,2,11,0.217662,0.227478,479.563369,0.003752,0.00013,0.000072,0,1,44,0
canto,,2,2,4,2,2,4,11,0.251873,0.268203,11374.397582,0.001175,0.006496,0.000148,0,1,76,0
vislumbrar,,1,1,2,1,1,2,13,0.182549,0.188448,5188.292845,0.000603,0,0.000061,0,1,46,0
rosto,,1,1,2,1,1,2,12,0.223277,0.234096,5188.292845,0,0.001364,0.000081,0,1,46,0
manchetes,,1,1,2,1,1,2,13,0.175821,0.181189,9.98289,0.000389,0.000106,0.000057,0,1,12,0
