Id,Label,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,stat_inf_class,clustering
votte,,1,1,2,1,1,2,12,0.177924,0.183402,187.761758,0.000737,0.000005,0.000063,0,1,80,0
vote,,6,7,13,7,7,14,10,0.262342,0.280291,20258.599949,0.00383,0.017599,0.000269,0,1,7,0.025641
estive,,2,2,4,2,2,4,11,0.221946,0.232385,122.220377,0.000627,0.001859,0.000062,0,1,7,0.333333
Parabéns,,2,2,4,2,2,4,11,0.232661,0.245749,106.521125,0.004802,0.004842,0.000105,0,1,9,0.083333
abençoe,,9,9,18,11,11,22,11,0.267701,0.287129,11075.02287,0.033683,0.025532,0.000367,0,1,9,0.129167
galdo,,1,1,2,1,1,2,13,0.176891,0.182191,540.141937,0.003579,0.000051,0.000056,0,1,33,0
cão,,2,2,4,2,2,4,12,0.21487,0.224369,5251.471714,0.001434,0.000495,0.000119,0,1,33,0.083333
deach,,1,1,2,1,1,2,11,0.266598,0.285026,0,0.002338,0.005286,0.000074,0,1,75,1
rse,,1,1,2,1,1,2,11,0.237518,0.250985,0,0.01237,0.004389,0.000052,0,1,10,0.5
difíc,,1,1,2,1,1,2,12,0.195609,0.202772,399.884733,0.002967,0.000575,0.000071,0,1,56,0
gostaríamos,,3,3,6,3,3,6,12,0.21495,0.224745,1304.223521,0.002977,0.001367,0.00014,0,1,60,0.033333
dou,,2,2,4,2,2,4,11,0.260362,0.278373,887.292043,0.005772,0.013496,0.000104,0,1,60,0.416667
gosto,,2,2,4,2,2,4,12,0.231361,0.243247,487.129005,0.003629,0.00703,0.000089,0,1,73,0.083333
encontramos,,1,1,2,1,1,2,14,0.160074,0.16435,5190.166096,0.000907,0,0.000058,0,1,38,0
recinto,,1,1,2,1,1,2,13,0.190546,0.197678,5190.166096,0,0.000042,0.000078,0,1,38,0
lados,,3,3,6,3,3,6,11,0.265259,0.283693,8361.023886,0.009191,0.016625,0.000206,0,1,38,0.05
experimentamos,,1,1,2,1,1,2,11,0.237507,0.250969,2227.045969,0.000235,0.004389,0.000109,0,1,1,0.5
históricos,,1,1,2,1,1,2,12,0.195609,0.202772,229.184619,0.000035,0.000575,0.000076,0,1,21,0
mostram,,1,1,2,1,1,2,12,0.205544,0.2141,133.216787,0.000353,0.000381,0.000073,0,1,56,0
combater,,7,5,12,7,7,14,11,0.243085,0.257972,10436.161988,0.005821,0.004843,0.000305,0,1,50,0.007576
códigos,,1,1,2,1,1,2,11,0.210048,0.219271,108.074761,0.000181,0.001505,0.000064,0,1,49,0
contemporâneos,,1,1,2,1,1,2,14,0.13953,0.142384,10349,0.000623,0,0.000071,0,1,60,0
reconhecidos,,1,1,2,1,1,2,13,0.162125,0.166467,10349,0,0,0.000089,0,1,60,0
mentes,,1,1,2,1,1,2,12,0.193452,0.20075,10349,0,0.000138,0.000105,0,1,60,0
corações,,3,3,6,3,3,6,11,0.239785,0.253992,21994.901013,0.003886,0.004005,0.000198,0,1,60,0
atitudes,,2,2,4,2,2,4,11,0.203699,0.212028,10176.80944,0.001316,0.000165,0.000141,0,1,50,0
representantes,,3,3,6,3,3,6,10,0.254099,0.270293,5357.351334,0.004628,0.011447,0.000206,0,1,50,0.066667
inspirados,,1,1,2,1,1,2,11,0.210039,0.219264,327.951513,0.001682,0.001505,0.000061,0,1,50,0
atravesse,,1,1,2,1,1,2,12,0.196522,0.203983,19.147368,0.000623,0.000414,0.000071,0,1,42,0
aberta,,1,1,2,1,1,2,11,0.21736,0.227304,46.529813,0.000216,0.000404,0.000069,0,1,42,0
anseios,,2,1,3,2,2,4,11,0.24923,0.263968,707.080325,0.001367,0.00188,0.000101,0,1,13,0
iniciar,,3,3,6,3,3,6,12,0.223267,0.234604,17028.815889,0.000996,0.001673,0.000147,0,1,63,0
travessia,,1,1,2,1,1,2,14,0.15286,0.156398,10349,0.00006,0,0.000071,0,1,63,0
tenebrosos,,1,1,2,1,1,2,13,0.180405,0.186092,10349,0,0,0.000089,0,1,63,0
criados,,1,1,2,1,1,2,12,0.220059,0.230396,10349,0,0.000341,0.000105,0,1,63,0
Esperamos,,1,1,2,1,1,2,11,0.230116,0.242064,92.177644,0.000802,0.002852,0.000076,0,1,80,0
remédios,,1,1,2,1,1,2,12,0.175869,0.181098,5175,0.001423,0,0.00007,0,1,30,0
amargos,,1,1,2,1,1,2,11,0.213355,0.222657,5175,0,0.000864,0.000088,0,1,30,0
obrigará,,1,1,2,1,1,2,12,0.201456,0.208949,340.842915,0.003467,0.000062,0.000073,0,1,45,0
brava,,2,1,3,2,2,4,12,0.218084,0.228467,127.578228,0.003152,0.002451,0.000122,0,1,9,0
furtará,,2,2,4,2,2,4,13,0.159384,0.16359,15552.515338,0.00356,0,0.000124,0,1,29,0
sacrifícios,,2,2,4,2,2,4,12,0.179647,0.185456,12392.640093,0,0.000466,0.000171,0,1,29,0
deveres,,1,1,2,1,1,2,13,0.184495,0.190584,8343.115606,0,0,0.000082,0,1,29,0
cívicos,,1,1,2,1,1,2,12,0.226184,0.237464,8343.115606,0,0.002523,0.000098,0,1,29,0
perder,,6,7,13,7,7,14,11,0.26631,0.285601,22909.495586,0.002475,0.017049,0.000272,0,1,76,0.032051
percebe,,1,1,2,1,1,2,13,0.18293,0.189207,5173.372093,0.001598,0,0.000064,0,1,38,0
sol,,2,2,4,2,2,4,12,0.223846,0.235473,25871.372093,0,0.006905,0.00018,0,1,38,0
brilhar,,1,1,2,1,1,2,14,0.14102,0.143876,5192.188406,0.000303,0,0.000066,0,1,8,0
céu,,1,1,2,1,1,2,13,0.16414,0.168512,5192.188406,0,0.000216,0.000085,0,1,8,0
pátria,,2,2,4,2,2,4,12,0.196328,0.203768,21685.4154,0.006053,0,0.000115,0,1,8,0
raios,,1,1,2,1,1,2,13,0.183644,0.189509,5451.561741,0,0,0.000078,0,1,8,0
fidos,,1,1,2,1,1,2,12,0.224907,0.235803,5451.561741,0,0.002071,0.000095,0,1,8,0
votaremos,,1,1,2,1,1,2,11,0.231423,0.243276,105.452347,0.000574,0.001477,0.000074,0,1,8,0
valorosa,,2,2,4,2,2,4,11,0.223354,0.234576,61.205076,0.001913,0.005128,0.00009,0,1,53,0.416667
pessol,,4,5,9,5,5,10,11,0.268925,0.288223,3566.692867,0.01651,0.012993,0.000185,0,1,76,0.236111
revista,,1,1,2,1,1,2,12,0.196492,0.204127,315.466149,0.004091,0.000119,0.000053,0,1,0,0
publica,,1,1,2,1,1,2,13,0.180292,0.186019,280.70933,0.000202,0.000077,0.000065,0,1,37,0
intitulada,,1,1,2,1,1,2,12,0.20378,0.212422,425.932663,0.000027,0.000202,0.000064,0,1,37,0
propina,,1,1,2,1,1,2,13,0.177236,0.18268,5179.431818,0.000203,0,0.00007,0,1,59,0
deais,,1,1,2,1,1,2,12,0.215371,0.22513,5179.431818,0,0.000549,0.000088,0,1,59,0
delator,,1,1,2,1,1,2,12,0.197309,0.204777,197.611807,0.000346,0.000085,0.00007,0,1,24,0
continua,,3,4,7,4,4,8,11,0.245762,0.260495,16474.450581,0.002398,0.005284,0.000185,0,1,24,0.071429
balançando,,1,1,2,1,1,2,14,0.137916,0.140687,5184.530769,0.000188,0,0.000068,0,1,24,0
pança,,1,1,2,1,1,2,13,0.159951,0.16416,5184.530769,0,0.000007,0.000087,0,1,24,0
comandando,,2,2,4,2,2,4,12,0.190364,0.197463,15744.834229,0.00021,0.000013,0.000149,0,1,24,0
massa,,1,1,2,1,1,2,12,0.182369,0.188225,294.840594,0,0.000657,0.000092,0,1,24,0
segue,,5,4,9,5,5,10,11,0.222988,0.233853,17493.815362,0.018458,0.000627,0.00025,0,1,9,0.027778
espetáculo,,1,1,2,1,1,2,12,0.189486,0.196177,5175,0.004501,0,0.000067,0,1,75,0
deslegitima,,1,1,2,1,1,2,11,0.233743,0.24652,5175,0,0.002837,0.000086,0,1,75,0
degrada,,1,1,2,1,1,2,12,0.209461,0.218258,134.13992,0.002602,0.000193,0.000057,0,1,20,0
oportunismo,,1,1,2,1,1,2,13,0.158681,0.162799,5175,0.003467,0,0.000073,0,1,45,0
cinismo,,1,1,2,1,1,2,12,0.188575,0.195385,5175,0,0.000221,0.000091,0,1,45,0
chegasse,,1,1,2,1,1,2,12,0.190982,0.197874,173.13568,0,0.000454,0.000086,0,1,8,0
contábil,,1,1,2,1,1,2,12,0.188075,0.194405,0,0.000718,0.000321,0.000064,0,1,71,0.5
tentar,,5,4,9,5,5,10,12,0.211966,0.221509,18908.817773,0.01456,0.000103,0.000218,0,1,60,0.055556
caçá-la,,1,1,2,1,1,2,13,0.171686,0.176673,134.102364,0.000004,0.000012,0.000075,0,1,77,0
cargos,,3,4,7,4,4,8,11,0.221537,0.2327,26416.76726,0.000649,0.000765,0.000228,0,1,1,0
benes,,1,1,2,1,1,2,13,0.154762,0.15837,5188.52381,0.000027,0,0.000077,0,1,1,0
governamenta,,1,1,2,1,1,2,12,0.183053,0.188925,5188.52381,0,0.00007,0.000095,0,1,1,0
denunciar,,3,3,6,3,3,6,11,0.224001,0.234926,17175.793711,0.001972,0.001334,0.000227,0,1,1,0
curso,,2,2,4,2,2,4,11,0.251824,0.268151,8263.339069,0.004401,0.006496,0.000131,0,1,1,0.166667
ruptura,,1,1,2,1,1,2,12,0.21033,0.219527,11.843815,0.000231,0.000362,0.000085,0,1,1,0
tenebrosas,,1,1,2,1,1,2,13,0.182478,0.188118,8685.669089,0.00067,0.000004,0.000065,0,1,25,0
capital,,6,6,12,6,6,12,11,0.246958,0.261526,12315.812131,0.007914,0.004522,0.000273,0,1,72,0.022727
fesp,,1,1,2,1,1,2,12,0.209767,0.218646,172.893751,0.000711,0.000269,0.000066,0,1,49,0
conservadora,,2,2,4,2,2,4,12,0.192373,0.199149,10368.190856,0.000771,0,0.000113,0,1,64,0
embalados,,1,1,2,1,1,2,12,0.223027,0.233308,2366.896936,0,0.001349,0.000077,0,1,64,0
entronizar,,1,1,2,1,1,2,12,0.211767,0.221476,402.069515,0.000784,0.000299,0.000079,0,1,0,0
intenções,,1,1,2,1,1,2,11,0.25954,0.277327,0,0.00341,0.013447,0.000074,0,1,55,1
rejeitam,,1,1,2,1,1,2,12,0.219984,0.230283,638.136241,0.009061,0.002251,0.00009,0,1,55,0
liberd,,1,1,2,1,1,2,12,0.197905,0.205685,39.316853,0.000182,0.000637,0.000077,0,1,20,0
civis,,1,1,2,1,1,2,14,0.137942,0.140576,10349.412698,0.000319,0,0.000077,0,1,37,0
comandadas,,1,1,2,1,1,2,13,0.159985,0.16395,10349.412698,0,0,0.000095,0,1,37,0
reacionários,,1,1,2,1,1,2,12,0.190413,0.196989,10349.412698,0,0.000202,0.000109,0,1,37,0
apoiam,,4,4,8,4,4,8,11,0.235134,0.247688,23054.60922,0.00567,0.002246,0.00018,0,1,37,0.166667
neoliberal,,1,1,2,1,1,2,11,0.212349,0.22216,299.403655,0.000024,0.00021,0.000081,0,1,37,0
felicidade,,2,2,4,2,2,4,11,0.239785,0.253842,11342.615842,0.000432,0.003958,0.000143,0,1,29,0
banqueiros,,1,1,2,1,1,2,14,0.132216,0.134644,5183.240362,0.000141,0,0.00009,0,1,29,0
etias,,1,1,2,1,1,2,13,0.152325,0.155906,5183.240362,0,0,0.000105,0,1,29,0
classe,,7,2,9,7,7,14,11,0.218868,0.229064,33032.024954,0.009532,0.000023,0.000379,0,1,38,0.041667
trabalhadora,,3,8,11,8,8,16,11,0.275495,0.296699,35304.276314,0.000642,0.029611,0.000291,0,1,38,0.090909
trata,,1,1,2,1,1,2,12,0.210073,0.219333,125.936806,0.003543,0.000544,0.000051,0,1,43,0
farça,,4,4,8,4,4,8,11,0.251482,0.267517,13409.793607,0.001118,0.006855,0.000203,0,1,53,0.035714
pesadas,,1,1,2,1,1,2,13,0.168616,0.173457,2804.168238,0.00341,0.000004,0.000074,0,1,1,0
acusações,,2,2,4,2,2,4,12,0.202782,0.211255,5369.247243,0.000101,0.000501,0.000152,0,1,1,0
punição,,3,3,6,3,3,6,12,0.196038,0.203265,5853.908739,0.000625,0.000051,0.000118,0,1,42,0.2
corruptores,,1,1,2,1,1,2,12,0.199753,0.207545,279.14929,0.000002,0.000838,0.000062,0,1,42,0
homar,,1,1,2,1,1,2,11,0.237507,0.250969,320.23069,0.00024,0.004389,0.000069,0,1,37,0.5
repor,,1,1,2,1,1,2,12,0.222136,0.232927,0,0.002967,0.001307,0.000071,0,1,60,0.5
pris,,1,1,2,1,1,2,12,0.189632,0.196453,200.453731,0.002967,0.000033,0.000071,0,1,9,0
conversas,,2,1,3,2,2,4,11,0.233965,0.246891,5354.591028,0.000931,0.002943,0.000131,0,1,9,0
partid,,1,1,2,1,1,2,14,0.151784,0.155295,10349,0.000223,0,0.00008,0,1,76,0
Líder,,1,1,2,1,1,2,13,0.178915,0.184536,10349,0,0,0.000097,0,1,76,0
estare,,1,1,2,1,1,2,12,0.217854,0.228016,10349,0,0.000812,0.000111,0,1,76,0
terminar,,4,5,9,5,5,10,11,0.260756,0.279168,17936.092706,0.00255,0.020486,0.000246,0,1,80,0.069444
conversa,,1,1,2,1,1,2,11,0.237846,0.251581,166.383435,0.00073,0.00325,0.000071,0,1,80,0
respeitamos,,2,1,3,2,2,4,12,0.225259,0.236035,280.545048,0.005768,0.001765,0.000094,0,1,68,0
admito,,1,1,2,1,1,2,11,0.200031,0.207596,138.116979,0.004091,0.000138,0.000053,0,1,50,0
principal,,1,1,2,1,1,2,13,0.17318,0.177975,5175,0.009061,0,0.00009,0,1,75,0
candidata,,1,1,2,1,1,2,12,0.209419,0.217844,5175,0,0.000757,0.000105,0,1,75,0
ocupe,,1,1,2,1,1,2,12,0.214603,0.224108,255.221483,0.000442,0.000052,0.000086,0,1,53,0
garante,,2,2,4,2,2,4,12,0.208022,0.216944,5250.438529,0.005061,0.000537,0.0001,0,1,38,0.25
respalda,,1,1,2,1,1,2,12,0.208005,0.216815,0,0.000019,0.000536,0.000071,0,1,38,0.5
evangélica,,3,2,5,4,4,8,11,0.260664,0.27853,6281.460873,0.003717,0.013464,0.000129,0,1,69,0.05
lutado,,1,1,2,1,1,2,11,0.247905,0.26241,173.313061,0.000479,0.003289,0.000084,0,1,69,0
destruir,,3,2,5,3,3,6,11,0.23847,0.252142,9439.036299,0.001622,0.003749,0.000148,0,1,37,0
aguerridos,,1,1,2,1,1,2,12,0.21181,0.221003,0,0.005482,0.001772,0.000052,0,1,57,0.5
Érica,,1,2,3,3,3,6,12,0.193785,0.201416,10368.042082,0.002331,0,0.00006,0,1,18,0
cocai,,1,2,3,2,2,4,11,0.239231,0.253352,4956.095104,0,0.003024,0.000055,0,1,18,0
aparecendo,,2,2,4,2,2,4,11,0.228723,0.239966,5175,0.005776,0.001331,0.000104,0,1,48,0.333333
negócio,,1,1,2,1,1,2,11,0.242243,0.25607,400.946837,0.000047,0.003921,0.000073,0,1,48,0.5
diarreia,,1,1,2,1,1,2,13,0.155286,0.15881,5185.511246,0.001422,0,0.000066,0,1,14,0
verbal,,1,1,2,1,1,2,12,0.1838,0.189531,5185.511246,0,0.000216,0.000085,0,1,14,0
suporta,,3,3,6,3,3,6,11,0.225141,0.235775,16139.08649,0.006053,0.00114,0.000115,0,1,14,0.2
negará,,1,1,2,1,1,2,11,0.22374,0.233931,0,0.001143,0.001138,0.000072,0,1,43,0
apresenta,,1,1,2,1,1,2,12,0.203084,0.211361,69.99301,0.001423,0.00043,0.00007,0,1,46,0
fugir,,3,3,6,3,3,6,11,0.221632,0.232128,6275.120371,0.00033,0.001319,0.000174,0,1,46,0
reunião,,4,4,8,4,4,8,10,0.224351,0.235282,13199.715096,0.000525,0.00192,0.000203,0,1,61,0
virando,,1,1,2,1,1,2,11,0.200527,0.208387,584.398473,0.000542,0,0.000077,0,1,22,0
costas,,4,4,8,4,4,8,10,0.250787,0.266559,23291.295246,0,0.009515,0.000293,0,1,22,0.035714
permitido,,1,1,2,1,1,2,13,0.177048,0.182603,2263.957867,0.005097,0.000051,0.00005,0,1,14,0
citação,,1,1,2,1,1,2,11,0.216442,0.226314,101.933953,0.000612,0.001233,0.000072,0,1,22,0
normal,,2,2,4,2,2,4,12,0.235959,0.248978,584.905338,0.00072,0.004717,0.000116,0,1,4,0
pediria,,3,3,6,3,3,6,12,0.208181,0.217099,5772.503301,0.008256,0.002373,0.000137,0,1,63,0.033333
citasse,,1,1,2,1,1,2,12,0.217873,0.227636,498.599682,0.000085,0.001653,0.000068,0,1,63,0
citada,,1,1,2,1,1,2,12,0.192266,0.199326,235.946978,0,0.000252,0.000055,0,1,18,0
minut,,1,1,2,1,1,2,12,0.199192,0.207233,171.317298,0.001681,0.000026,0.000064,0,1,3,0
ódio,,6,6,12,6,6,12,11,0.238933,0.253117,24447.193549,0.008282,0.004781,0.000319,0,1,30,0.036364
destampar,,1,1,2,1,1,2,13,0.146808,0.150183,12686.521702,0.000784,0.000001,0.000079,0,1,30,0
lógica,,2,2,4,2,2,4,12,0.172046,0.177426,15546.387789,0.000014,0.000028,0.000149,0,1,30,0
intolerância,,3,3,6,3,3,6,11,0.207305,0.216572,13167.424422,0.000791,0.000402,0.000186,0,1,30,0
fascista,,1,1,2,1,1,2,13,0.164208,0.168563,5367.498439,0.000001,0,0.000092,0,1,30,0
recolhida,,1,1,2,1,1,2,12,0.196425,0.203805,5367.498439,0,0.000119,0.000107,0,1,30,0
custou,,1,1,2,1,1,2,11,0.237595,0.250877,582.166615,0.000127,0.001918,0.000087,0,1,30,0
implementar,,1,1,2,1,1,2,11,0.242254,0.256086,271.51059,0.000612,0.003921,0.000064,0,1,48,0
suficie,,1,1,2,1,1,2,12,0.213602,0.222999,160.412208,0.004755,0.000742,0.00007,0,1,38,0
traidores,,6,6,12,6,6,12,11,0.25052,0.265645,15482.729417,0.006991,0.006479,0.000282,0,1,49,0.036364
fascistas,,2,2,4,2,2,4,12,0.213637,0.223417,5306.793411,0.001479,0.00051,0.00011,0,1,49,0.083333
usurpadores,,1,1,2,1,1,2,11,0.229077,0.240953,557.54225,0.000018,0.001412,0.000076,0,1,49,0
videm,,1,1,2,1,1,2,11,0.200101,0.208036,54.713575,0.001066,0.000265,0.000071,0,1,63,0
contendo,,1,1,2,1,1,2,13,0.182685,0.188652,8906.11864,0.005482,0.000006,0.000052,0,1,8,0
militar,,3,3,6,3,3,6,11,0.243347,0.258776,12106.72376,0.000463,0.002818,0.000209,0,1,58,0
contrária,,3,3,6,3,3,6,11,0.24368,0.258703,2056.881884,0.002651,0.006247,0.000144,0,1,64,0.033333
lembrar,,2,3,5,3,3,6,12,0.200015,0.208372,6823.882177,0.001804,0.000448,0.000131,0,1,68,0
unifica,,2,2,4,2,2,4,11,0.221225,0.23246,1421.4634,0.012385,0.001421,0.000089,0,1,68,0
sério,,5,6,11,6,6,12,11,0.224438,0.236067,23305.755561,0.004223,0.001454,0.000252,0,1,30,0.011111
apuradas,,1,1,2,1,1,2,13,0.171102,0.176429,297.96232,0.000052,0,0.000065,0,1,64,0
passadas,,1,1,2,1,1,2,13,0.183735,0.189683,45.884301,0.001167,0.000309,0.00006,0,1,1,0
presidido,,3,3,6,3,3,6,11,0.250885,0.267327,8043.869098,0.000245,0.00646,0.000153,0,1,24,0
réu,,6,6,12,7,7,14,11,0.24953,0.265795,34151.639557,0.009688,0.005892,0.000323,0,1,24,0.090909
lavagem,,1,1,2,1,1,2,12,0.198886,0.206738,89.307756,0.00021,0.000099,0.000075,0,1,35,0
prova,,3,3,6,3,3,6,11,0.237813,0.250229,12753.543273,0.003642,0.003576,0.000199,0,1,35,0.133333
tivesse,,5,5,10,5,5,10,11,0.256542,0.274095,8984.338127,0.010609,0.005523,0.000202,0,1,27,0.027778
chantagem,,1,1,2,1,1,2,13,0.169777,0.174632,5184.548607,0.000859,0,0.000083,0,1,42,0
atendida,,1,1,2,1,1,2,12,0.204456,0.212896,5184.548607,0,0.00014,0.0001,0,1,42,0
vingança,,1,1,2,1,1,2,12,0.213982,0.223897,47.127526,0.000241,0.000775,0.000071,0,1,42,0
apresentou,,1,1,2,1,1,2,13,0.152689,0.156094,5180.733333,0.001066,0,0.000071,0,1,2,0
reclamação,,1,1,2,1,1,2,12,0.180166,0.185637,5180.733333,0,0.000454,0.00009,0,1,2,0
caçado,,6,6,12,6,6,12,11,0.221481,0.23245,37888.725204,0.009338,0.000768,0.000252,0,1,45,0
passaram,,3,4,7,4,4,8,11,0.242822,0.257098,14714.353747,0.002585,0.005291,0.000172,0,1,60,0
manobras,,1,1,2,1,1,2,14,0.132504,0.134816,10359.666667,0.00001,0,0.000082,0,1,60,0
renúncias,,1,1,2,1,1,2,13,0.152707,0.156105,10359.666667,0,0,0.000099,0,1,60,0
substituições,,1,1,2,1,1,2,12,0.180179,0.185644,10359.666667,0,0.000454,0.000113,0,1,60,0
troca,,2,2,4,2,2,4,11,0.224819,0.236218,5773.85833,0.004703,0.000928,0.000108,0,1,64,0
indevida,,1,1,2,1,1,2,12,0.226988,0.238289,1091.298555,0.000171,0.001655,0.000162,0,1,17,0
depoimento,,1,1,2,1,1,2,12,0.204658,0.21304,57.750616,0.001151,0.000236,0.000065,0,1,59,0
tentativa,,5,5,10,5,5,10,11,0.257269,0.274384,8248.737855,0.006629,0.010666,0.000222,0,1,27,0.077778
composição,,1,1,2,1,1,2,11,0.219545,0.229337,185.340344,0.001132,0.000287,0.000067,0,1,59,0
pressões,,2,1,3,2,2,4,12,0.192531,0.199666,461.155482,0.001852,0.000003,0.000103,0,1,61,0
evitar,,1,1,2,1,1,2,12,0.181353,0.187227,88.1599,0.000157,0.000333,0.000078,0,1,45,0
pergunte,,1,1,2,1,1,2,11,0.243691,0.257612,2445.791737,0.000027,0.005536,0.000065,0,1,45,0
ligadas,,1,1,2,1,1,2,12,0.206347,0.214832,57.260997,0.000064,0.002099,0.000065,0,1,72,0
verão,,2,2,4,2,2,4,11,0.209411,0.21808,5277.289903,0.004551,0.00049,0.000117,0,1,29,0
prepara,,1,1,2,1,1,2,11,0.247893,0.2624,2983.710971,0.000027,0.003289,0.000065,0,1,45,0
contrapartida,,1,1,2,1,1,2,13,0.159335,0.163362,10349,0.004501,0,0.000067,0,1,75,0
prêmio,,1,1,2,1,1,2,12,0.1895,0.196188,10349,0,0,0.000086,0,1,75,0
liderado,,1,1,2,1,1,2,11,0.233753,0.246526,10349,0,0.002837,0.000102,0,1,75,0
poupado,,1,1,2,1,1,2,12,0.181347,0.187221,303.793627,0.002602,0.000333,0.000057,0,1,45,0
lutar,,5,4,9,5,5,10,10,0.253155,0.269089,16387.377038,0.006317,0.007603,0.00025,0,1,36,0.071429
preparado,,1,1,2,1,1,2,11,0.247905,0.26241,235.334711,0.000271,0.003289,0.000082,0,1,36,0
combatida,,1,1,2,1,1,2,11,0.233722,0.246494,193.35302,0.000271,0.002837,0.000069,0,1,22,0.5
esvaziar,,1,1,2,1,1,2,11,0.206437,0.214997,540.510289,0.002055,0.000059,0.000062,0,1,24,0
desfazer,,2,2,4,2,2,4,11,0.228662,0.239941,844.408827,0.000592,0.001272,0.000113,0,1,43,0.166667
construíram,,1,1,2,1,1,2,12,0.222538,0.233377,62.761291,0.000616,0.000391,0.000072,0,1,22,0
excepcionais,,1,1,2,1,1,2,12,0.189576,0.19631,4086.928815,0,0,0.000078,0,1,77,0
provado,,1,1,2,1,1,2,13,0.183859,0.189779,398.425141,0.003794,0.000268,0.00005,0,1,10,0
suplementar,,1,1,2,1,1,2,13,0.177851,0.183181,5175,0.000089,0,0.000074,0,1,10,0
violaram,,1,1,2,1,1,2,12,0.21627,0.225818,5175,0,0.000564,0.000092,0,1,10,0
repasses,,1,1,2,1,1,2,12,0.197806,0.205591,5414.467307,0,0.000993,0.000084,0,1,10,0
governá-lo,,1,1,2,1,1,2,11,0.247893,0.2624,269.473255,0.000281,0.003289,0.000058,0,1,24,0
escolhido,,1,1,2,1,1,2,13,0.185626,0.191681,2870.71968,0.000238,0.000001,0.000063,0,1,60,0
presidencialismo,,1,1,2,1,1,2,12,0.224819,0.235211,495.414125,0.000006,0.002283,0.000084,0,1,60,0
ocorreu,,1,1,2,1,1,2,12,0.205527,0.214084,234.371803,0.003794,0.000381,0.00005,0,1,56,0
tomei,,4,2,6,4,4,8,11,0.225947,0.236733,5056.429668,0.005258,0.001147,0.000208,0,1,8,0
seguiu,,2,2,4,2,2,4,11,0.228582,0.240139,1294.753544,0.004093,0.002272,0.000113,0,1,47,0.166667
chant,,1,1,2,1,1,2,12,0.186987,0.193552,73.837991,0.000157,0.000029,0.000078,0,1,61,0
move,,2,1,3,2,2,4,11,0.233732,0.24651,254.543841,0.00337,0.002837,0.000113,0,1,28,0.333333
Planalto,,1,1,2,1,1,2,13,0.186927,0.193378,54.49884,0.000075,0.000219,0.000082,0,1,29,0
rampa,,1,1,2,1,1,2,12,0.20704,0.215824,24.690476,0.000134,0.000471,0.000078,0,1,49,0
eleitos,,4,3,7,4,4,8,11,0.261045,0.279128,12147.456497,0.013226,0.014004,0.000201,0,1,49,0.119048
Fundos,,1,1,2,1,1,2,12,0.200364,0.207927,25.280315,0.000499,0.000249,0.000086,0,1,49,0
Lembrando,,1,1,2,1,1,2,12,0.209775,0.218656,207.791234,0.000418,0.000269,0.000075,0,1,68,0
som,,2,2,4,2,2,4,12,0.234314,0.246767,5339.72518,0.000232,0.009078,0.000113,0,1,59,0
rápido,,2,2,4,2,2,4,12,0.211136,0.220371,8110.265782,0.000811,0.001597,0.000118,0,1,49,0
tentando,,2,1,3,2,2,4,12,0.198352,0.20595,663.241696,0.002091,0.000024,0.000105,0,1,14,0.166667
coja,,1,1,2,1,1,2,12,0.182904,0.189182,433.188478,0.004485,0.000268,0.000068,0,1,76,0
canalha,,2,2,4,2,2,4,12,0.187021,0.193545,5464.74029,0.004515,0.000037,0.000106,0,1,23,0
bandido,,3,3,6,3,3,6,12,0.220499,0.23127,3454.838007,0.008202,0.000912,0.000138,0,1,23,0
ladrão,,4,4,8,4,4,8,11,0.260114,0.278432,18124.462882,0.003007,0.014395,0.00022,0,1,23,0
devia,,2,2,4,2,2,4,12,0.203379,0.211778,5831.370257,0.000146,0.000449,0.00011,0,1,23,0
preso,,1,1,2,1,1,2,11,0.2518,0.268,4880.714166,0.000016,0.006488,0.000076,0,1,23,0
est,,3,3,6,3,3,6,12,0.219536,0.229904,10436.357291,0.012595,0.000527,0.000133,0,1,23,0.066667
cadeia,,4,4,8,4,4,8,11,0.278834,0.300294,9851.483451,0.014752,0.020709,0.000164,0,1,23,0.214286
mandado,,1,1,2,1,1,2,11,0.221386,0.231611,0,0.001015,0.001819,0.000063,0,1,48,0.5
honrada,,6,11,17,12,12,24,10,0.285352,0.308835,17149.483589,0.020986,0.03155,0.000192,0,1,80,0.186813
digna,,3,3,6,3,3,6,11,0.242822,0.256925,1735.059678,0.003051,0.004704,0.000159,0,1,80,0.066667
agredir,,1,1,2,1,1,2,11,0.266612,0.285042,1013.79623,0.001151,0.005286,0.000065,0,1,59,0
desmoralizados,,1,1,2,1,1,2,11,0.236704,0.249517,487.241278,0.002338,0.001741,0.000074,0,1,75,0.5
reféns,,1,1,2,1,1,2,14,0.15733,0.161451,98.097782,0.0001,0.000069,0.000072,0,1,53,0
ganharam,,1,1,2,1,1,2,14,0.157311,0.161387,0,0.00001,0.000069,0.000082,0,1,53,0
confiram,,4,3,7,4,4,8,12,0.217096,0.227519,12692.207053,0.007657,0.000667,0.000177,0,1,18,0
placar,,5,6,11,6,6,12,11,0.246066,0.260824,21838.784798,0.003262,0.003399,0.000289,0,1,18,0.022222
começar,,5,5,10,5,5,10,12,0.227217,0.239292,30291.666559,0.001182,0.00123,0.000257,0,1,8,0.022222
